dataset,horizon,role,group_id,n,origin_min,origin_max,target_min,target_max,raw_rows,start,end,season_steps,phase,scheduler_step,target_id,legacy_fold0_roles,proposal_fold0_roles,legacy_fold1_roles,proposal_fold1_roles,legacy_fold2_roles,proposal_fold2_roles
bdg2,1,inner0_train,Fox_education_Henrietta,1735,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Hog_assembly_Colette,1735,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Hog_assembly_Dona,1735,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Lamb_assembly_Bertie,1710,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Lamb_assembly_Cesar,1710,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Moose_education_Ricardo,1636,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Mouse_health_Estela,1686,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Mouse_health_Justin,1686,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Eagle_assembly_Benny,1736,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Eagle_assembly_Ian,1736,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Fox_education_Henrietta,1736,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Hog_assembly_Colette,1736,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Hog_assembly_Dona,1736,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Lamb_assembly_Bertie,1708,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Lamb_assembly_Cesar,1708,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Moose_education_Ricardo,1705,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Mouse_health_Estela,1712,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner0_validation,Mouse_health_Justin,1712,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Eagle_assembly_Benny,3471,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Eagle_assembly_Ian,3471,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Fox_education_Henrietta,3471,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Hog_assembly_Colette,3471,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Hog_assembly_Dona,3471,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Lamb_assembly_Bertie,3418,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Lamb_assembly_Cesar,3418,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Moose_education_Ricardo,3341,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Mouse_health_Estela,3398,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_train,Mouse_health_Justin,3398,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Eagle_assembly_Benny,1710,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Eagle_assembly_Ian,1710,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Fox_education_Henrietta,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Hog_assembly_Colette,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Hog_assembly_Dona,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Lamb_assembly_Bertie,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Lamb_assembly_Cesar,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Moose_education_Ricardo,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Mouse_health_Estela,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,inner1_validation,Mouse_health_Justin,1737,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
